region,index,year,value
North-Western,txx,2004,35.03077
North-Western,txx,2005,35.13656
North-Western,txx,2006,34.47589
North-Western,txx,2007,34.88866
North-Western,txx,2008,36.75579
North-Western,txx,2009,35.2176
North-Western,txx,2010,36.06706
North-Western,txx,2011,35.47295
North-Western,txx,2012,35.41673
North-Western,txx,2013,36.29806
North-Western,txx,2014,35.72269
North-Western,txx,2015,35.33716
North-Western,txx,2016,36.58342
North-Western,txx,2017,35.44411
North-Western,txx,2018,34.66864
North-Western,txx,2019,35.3952
North-Western,txx,2020,36.05866
North-Western,txx,2021,35.45475
North-Western,txx,2022,34.44658
North-Western,txx,2023,35.95125
North-Western,txx,2024,36.16727
North-Western,txx,2025,35.26515
North-Western,tx90p,1981,4.836495
North-Western,tx90p,1982,7.799821
North-Western,tx90p,1983,13.52032
North-Western,tx90p,1984,3.094622
North-Western,tx90p,1985,2.356697
North-Western,tx90p,1986,2.064013
North-Western,tx90p,1987,15.02647
North-Western,tx90p,1988,5.892172
North-Western,tx90p,1989,5.652591
North-Western,tx90p,1990,7.267238
North-Western,tx90p,1991,5.282027
North-Western,tx90p,1992,9.779415
North-Western,tx90p,1993,4.645134
North-Western,tx90p,1994,14.25371
North-Western,tx90p,1995,13.23061
North-Western,tx90p,1996,10.73481
North-Western,tx90p,1997,11.08489
North-Western,tx90p,1998,18.6753
North-Western,tx90p,1999,6.845654
North-Western,tx90p,2000,4.118349
North-Western,tx90p,2001,8.384809
North-Western,tx90p,2002,10.68439
North-Western,tx90p,2003,11.34586
North-Western,tx90p,2004,5.147193
North-Western,tx90p,2005,17.11736
North-Western,tx90p,2006,4.637358
North-Western,tx90p,2007,8.798984
North-Western,tx90p,2008,12.13005
North-Western,tx90p,2009,7.000859
North-Western,tx90p,2010,8.349128
North-Western,tx90p,2011,6.453115
North-Western,tx90p,2012,5.471128
North-Western,tx90p,2013,9.84347
North-Western,tx90p,2014,9.836417
North-Western,tx90p,2015,12.8653
North-Western,tx90p,2016,19.78047
North-Western,tx90p,2017,5.486104
North-Western,tx90p,2018,10.25747
North-Western,tx90p,2019,15.76629
North-Western,tx90p,2020,8.433169
North-Western,tx90p,2021,9.647302
North-Western,tx90p,2022,2.369383
North-Western,tx90p,2023,18.55472
North-Western,tx90p,2024,27.54679
North-Western,tx90p,2025,8.603035
North-Western,su35,1981,0.8343407
North-Western,su35,1982,0
North-Western,su35,1983,1.890358
North-Western,su35,1984,0.1273157
North-Western,su35,1985,0.02896979
North-Western,su35,1986,0.0463629
North-Western,su35,1987,2.28795
North-Western,su35,1988,0
North-Western,su35,1989,0.4522978
North-Western,su35,1990,1.280629
North-Western,su35,1991,0.6031814
North-Western,su35,1992,0.8401969
North-Western,su35,1993,1.57297
North-Western,su35,1994,0.8641803
North-Western,su35,1995,6.706499
North-Western,su35,1996,6.343837
North-Western,su35,1997,4.265993
North-Western,su35,1998,7.018824
North-Western,su35,1999,2.99296
North-Western,su35,2000,3.888943
North-Western,su35,2001,3.30818
North-Western,su35,2002,2.76739
North-Western,su35,2003,9.399399
North-Western,su35,2004,2.244953
North-Western,su35,2005,5.225486
North-Western,su35,2006,0.8931056
North-Western,su35,2007,1.414844
North-Western,su35,2008,11.55893
North-Western,su35,2009,3.61576
North-Western,su35,2010,11.71869
North-Western,su35,2011,3.840252
North-Western,su35,2012,3.882038
North-Western,su35,2013,7.220276
North-Western,su35,2014,8.500632
North-Western,su35,2015,5.90735
North-Western,su35,2016,17.49534
North-Western,su35,2017,3.955672
North-Western,su35,2018,2.947633
North-Western,su35,2019,6.732878
North-Western,su35,2020,9.080153
North-Western,su35,2021,2.546136
North-Western,su35,2022,0.9102327
North-Western,su35,2023,8.406602
North-Western,su35,2024,9.143468
North-Western,su35,2025,6.005723
North-Western,wsdi,1981,1.158375
North-Western,wsdi,1982,9.346603
North-Western,wsdi,1983,15.85806
North-Western,wsdi,1984,2.079637
North-Western,wsdi,1985,0.03485919
North-Western,wsdi,1986,2.78218
North-Western,wsdi,1987,17.15587
North-Western,wsdi,1988,0.1108954
North-Western,wsdi,1989,3.608861
North-Western,wsdi,1990,0.1163039
North-Western,wsdi,1991,0.5281006
North-Western,wsdi,1992,8.222234
North-Western,wsdi,1993,2.108663
North-Western,wsdi,1994,17.49543
North-Western,wsdi,1995,11.4602
North-Western,wsdi,1996,9.982362
North-Western,wsdi,1997,8.648384
North-Western,wsdi,1998,19.48027
North-Western,wsdi,1999,5.118962
North-Western,wsdi,2000,1.122638
North-Western,wsdi,2001,9.857912
North-Western,wsdi,2002,10.11458
North-Western,wsdi,2003,8.343457
North-Western,wsdi,2004,0
North-Western,wsdi,2005,7.805755
North-Western,wsdi,2006,0
North-Western,wsdi,2007,7.153147
North-Western,wsdi,2008,13.97808
North-Western,wsdi,2009,0
North-Western,wsdi,2010,1.479286
North-Western,wsdi,2011,0
North-Western,wsdi,2012,1.373412
North-Western,wsdi,2013,0.07579363
North-Western,wsdi,2014,0.4829152
North-Western,wsdi,2015,7.784195
North-Western,wsdi,2016,18.07492
North-Western,wsdi,2017,0
North-Western,wsdi,2018,12.05578
North-Western,wsdi,2019,8.160028
North-Western,wsdi,2020,3.404481
North-Western,wsdi,2021,14.5761
North-Western,wsdi,2022,0
North-Western,wsdi,2023,20.82749
North-Western,wsdi,2024,55.37373
North-Western,wsdi,2025,3.338686
Northern,txm,1981,26.48454
Northern,txm,1982,26.05794
Northern,txm,1983,26.87278
Northern,txm,1984,26.10621
Northern,txm,1985,25.7306
Northern,txm,1986,25.86939
Northern,txm,1987,26.64638
Northern,txm,1988,26.59029
Northern,txm,1989,25.90169
Northern,txm,1990,26.49317
Northern,txm,1991,26.16873
Northern,txm,1992,26.60387
Northern,txm,1993,26.64507
Northern,txm,1994,26.59542
Northern,txm,1995,26.96008
Northern,txm,1996,26.86764
Northern,txm,1997,26.85213
Northern,txm,1998,27.31919
Northern,txm,1999,26.60369
Northern,txm,2000,26.82552
Northern,txm,2001,26.55649
Northern,txm,2002,26.62498
Northern,txm,2003,26.89171
Northern,txm,2004,26.58385
Northern,txm,2005,27.57145
Northern,txm,2006,26.69166
Northern,txm,2007,27.04409
Northern,txm,2008,26.62085
Northern,txm,2009,26.7823
Northern,txm,2010,27.15501
Northern,txm,2011,26.59561
Northern,txm,2012,26.76721
Northern,txm,2013,27.04469
Northern,txm,2014,26.90232
Northern,txm,2015,27.06566
Northern,txm,2016,27.23814
Northern,txm,2017,26.77234
Northern,txm,2018,26.6217
Northern,txm,2019,27.11749
Northern,txm,2020,26.64637
Northern,txm,2021,26.79084
Northern,txm,2022,26.34633
Northern,txm,2023,27.05398
Northern,txm,2024,26.54802
Northern,txm,2025,26.40558
Northern,txx,1981,32.70426
Northern,txx,1982,32.055
Northern,txx,1983,33.10034
Northern,txx,1984,32.59983
Northern,txx,1985,31.51193
Northern,txx,1986,32.01336
Northern,txx,1987,32.40487
Northern,txx,1988,32.26867
Northern,txx,1989,33.19992
Northern,txx,1990,32.64309
Northern,txx,1991,31.75114
Northern,txx,1992,32.84218
Northern,txx,1993,33.01831
Northern,txx,1994,32.92056
Northern,txx,1995,32.81359
Northern,txx,1996,32.74335
Northern,txx,1997,33.83278
Northern,txx,1998,33.90065
Northern,txx,1999,33.9301
Northern,txx,2000,33.45828
Northern,txx,2001,32.71571
Northern,txx,2002,33.25626
Northern,txx,2003,33.78186
Northern,txx,2004,34.222
Northern,txx,2005,33.48335
Northern,txx,2006,33.42673
Northern,txx,2007,33.7719
Northern,txx,2008,33.54394
Northern,txx,2009,33.02633
Northern,txx,2010,34.03096
Northern,txx,2011,33.55579
Northern,txx,2012,33.70746
Northern,txx,2013,34.0158
Northern,txx,2014,34.20942
Northern,txx,2015,33.41172
Northern,txx,2016,34.21543
Northern,txx,2017,33.80695
Northern,txx,2018,33.01038
Northern,txx,2019,33.95645
Northern,txx,2020,33.74854
Northern,txx,2021,33.66063
Northern,txx,2022,33.31784
Northern,txx,2023,34.77292
Northern,txx,2024,33.19262
Northern,txx,2025,32.75199
Northern,tx90p,1981,4.923782
Northern,tx90p,1982,4.239893
Northern,tx90p,1983,10.56654
Northern,tx90p,1984,3.636928
Northern,tx90p,1985,2.014329
Northern,tx90p,1986,0.8130043
Northern,tx90p,1987,7.193738
Northern,tx90p,1988,8.134288
Northern,tx90p,1989,1.900933
Northern,tx90p,1990,5.830655
Northern,tx90p,1991,2.881827
Northern,tx90p,1992,7.852069
Northern,tx90p,1993,8.22361
Northern,tx90p,1994,7.603649
Northern,tx90p,1995,10.00798
Northern,tx90p,1996,7.973369
Northern,tx90p,1997,12.56119
Northern,tx90p,1998,17.1068
Northern,tx90p,1999,8.369939
Northern,tx90p,2000,9.335409
Northern,tx90p,2001,6.198286
Northern,tx90p,2002,7.927382
Northern,tx90p,2003,8.835192
Northern,tx90p,2004,5.302297
Northern,tx90p,2005,22.11394
Northern,tx90p,2006,7.908702
Northern,tx90p,2007,13.33281
Northern,tx90p,2008,7.025591
Northern,tx90p,2009,9.568885
Northern,tx90p,2010,13.59423
Northern,tx90p,2011,6.439574
Northern,tx90p,2012,6.783188
Northern,tx90p,2013,11.54716
Northern,tx90p,2014,12.12457
Northern,tx90p,2015,11.36612
Northern,tx90p,2016,15.66188
Northern,tx90p,2017,6.584005
Northern,tx90p,2018,7.668404
Northern,tx90p,2019,16.68325
Northern,tx90p,2020,8.628225
Northern,tx90p,2021,10.77126
Northern,tx90p,2022,5.635199
Northern,tx90p,2023,16.28053
Northern,tx90p,2024,10.06822
Northern,tx90p,2025,8.013095
Northern,su35,1981,0.009853167
Northern,su35,1982,0
Northern,su35,1983,0.1186203
Northern,su35,1984,0
Northern,su35,1985,0
Northern,su35,1986,0
Northern,su35,1987,0.05916918
Northern,su35,1988,0
Northern,su35,1989,0.04935567
Northern,su35,1990,0
Northern,su35,1991,0
Northern,su35,1992,0.009901095
Northern,su35,1993,0.06946343
Northern,su35,1994,0
Northern,su35,1995,0
Northern,su35,1996,0
Northern,su35,1997,0.4764722
Northern,su35,1998,0.4043629
Northern,su35,1999,0.5429797
Northern,su35,2000,0.009922517
Northern,su35,2001,0.05956835
Northern,su35,2002,0.009922517
Northern,su35,2003,0.3860296
Northern,su35,2004,0.3460518
Northern,su35,2005,0.1383691
Northern,su35,2006,0.1092076
Northern,su35,2007,0.1288061
Northern,su35,2008,0.1983518
Northern,su35,2009,0.03969664
Northern,su35,2010,0.8405262
Northern,su35,2011,0.4540219
Northern,su35,2012,0.1185348
Northern,su35,2013,0.3958259
Northern,su35,2014,0.7416505
Northern,su35,2015,0.04963963
Northern,su35,2016,0.7517943
Northern,su35,2017,0.414965
Northern,su35,2018,0.04963963
Northern,su35,2019,0.8887598
Northern,su35,2020,0.3849907
Northern,su35,2021,0.2864359
Northern,su35,2022,0.009901095
Northern,su35,2023,1.512257
Northern,su35,2024,0.07916626
Northern,su35,2025,0
Northern,wsdi,1981,1.106052
Northern,wsdi,1982,0.701149
Northern,wsdi,1983,3.795599
Northern,wsdi,1984,0.6316552
Northern,wsdi,1985,0.2963269
Northern,wsdi,1986,0
Northern,wsdi,1987,2.122471
Northern,wsdi,1988,1.266311
Northern,wsdi,1989,0.1184872
Northern,wsdi,1990,1.592535
Northern,wsdi,1991,0
Northern,wsdi,1992,2.700136
Northern,wsdi,1993,6.808385
Northern,wsdi,1994,1.835569
Northern,wsdi,1995,6.001506
Northern,wsdi,1996,3.394969
Northern,wsdi,1997,5.3639
Northern,wsdi,1998,14.55424
Northern,wsdi,1999,6.391237
Northern,wsdi,2000,7.88167
Northern,wsdi,2001,4.840588
Northern,wsdi,2002,8.808742
Northern,wsdi,2003,1.586741
Northern,wsdi,2004,0.6229064
Northern,wsdi,2005,22.79226
Northern,wsdi,2006,1.537587
Northern,wsdi,2007,4.193756
Northern,wsdi,2008,0
Northern,wsdi,2009,1.893424
Northern,wsdi,2010,6.531502
Northern,wsdi,2011,0.06945761
Northern,wsdi,2012,0
Northern,wsdi,2013,1.721623
Northern,wsdi,2014,2.583836
Northern,wsdi,2015,2.236039
Northern,wsdi,2016,10.57045
Northern,wsdi,2017,0
Northern,wsdi,2018,5.492773
Northern,wsdi,2019,7.581472
Northern,wsdi,2020,3.520434
Northern,wsdi,2021,18.9865
Northern,wsdi,2022,0.1783888
Northern,wsdi,2023,8.945466
Northern,wsdi,2024,9.404101
Northern,wsdi,2025,2.580251
Southern,txm,1981,26.41799
Southern,txm,1982,27.34941
Southern,txm,1983,28.12824
Southern,txm,1984,27.53415
Southern,txm,1985,26.68816
Southern,txm,1986,26.31131
Southern,txm,1987,28.43108
Southern,txm,1988,27.04216
Southern,txm,1989,26.88796
Southern,txm,1990,27.69327
Southern,txm,1991,27.32792
Southern,txm,1992,28.44222
Southern,txm,1993,27.08954
Southern,txm,1994,27.63817
Southern,txm,1995,28.60465
Southern,txm,1996,27.68848
Southern,txm,1997,27.08887
Southern,txm,1998,28.09842
Southern,txm,1999,27.0214
Southern,txm,2000,26.59542
Southern,txm,2001,26.84952
Southern,txm,2002,27.84786
Southern,txm,2003,27.50473
Southern,txm,2004,26.84461
Southern,txm,2005,28.26393
Southern,txm,2006,26.64477
Southern,txm,2007,26.86114
Southern,txm,2008,26.71973
Southern,txm,2009,26.27833
Southern,txm,2010,26.8085
Southern,txm,2011,26.92752
Southern,txm,2012,27.20426
Southern,txm,2013,27.26422
Southern,txm,2014,27.25126
Southern,txm,2015,27.85345
Southern,txm,2016,27.896
Southern,txm,2017,26.73227
Southern,txm,2018,27.73414
Southern,txm,2019,28.98775
Southern,txm,2020,27.5942
Southern,txm,2021,27.41365
Southern,txm,2022,26.70898
Southern,txm,2023,28.38938
Southern,txm,2024,29.42114
Southern,txm,2025,27.55832
Southern,txx,1981,36.26478
Southern,txx,1982,34.56987
Southern,txx,1983,35.7824
Southern,txx,1984,35.26165
Southern,txx,1985,33.99378
Southern,txx,1986,35.04952
Southern,txx,1987,38.06588
Southern,txx,1988,34.97129
Southern,txx,1989,35.85316
Southern,txx,1990,37.39552
Southern,txx,1991,35.06932
Southern,txx,1992,36.80544
Southern,txx,1993,35.46937
Southern,txx,1994,36.61368
Southern,txx,1995,37.61847
Southern,txx,1996,37.13318
Southern,txx,1997,36.72311
Southern,txx,1998,37.43008
Southern,txx,1999,36.19997
Southern,txx,2000,34.79344
Southern,txx,2001,35.46717
Southern,txx,2002,35.51783
Southern,txx,2003,37.77227
Southern,txx,2004,35.63535
Southern,txx,2005,37.0744
Southern,txx,2006,35.58664
Southern,txx,2007,35.56109
Southern,txx,2008,36.12231
Southern,txx,2009,34.50205
Southern,txx,2010,37.04115
Southern,txx,2011,37.79359
Southern,txx,2012,36.10218
Southern,txx,2013,36.51379
Southern,txx,2014,36.15305
Southern,txx,2015,37.06908
Southern,txx,2016,37.23925
Southern,txx,2017,37.84089
Southern,txx,2018,36.07081
Southern,txx,2019,38.60966
Southern,txx,2020,37.38833
Southern,txx,2021,36.50589
Southern,txx,2022,35.4313
Southern,txx,2023,37.22269
Southern,txx,2024,37.89996
Southern,txx,2025,36.17215
Southern,tx90p,1981,4.671785
Southern,tx90p,1982,11.52022
Southern,tx90p,1983,19.88088
Southern,tx90p,1984,12.39072
Southern,tx90p,1985,3.045687
Southern,tx90p,1986,3.584231
Southern,tx90p,1987,24.31379
Southern,tx90p,1988,4.877024
Southern,tx90p,1989,7.720187
Southern,tx90p,1990,12.1061
Southern,tx90p,1991,6.214901
Southern,tx90p,1992,21.0742
Southern,tx90p,1993,6.675716
Southern,tx90p,1994,15.49682
Southern,tx90p,1995,22.55173
Southern,tx90p,1996,11.2965
Southern,tx90p,1997,8.629509
Southern,tx90p,1998,17.13328
Southern,tx90p,1999,7.119675
Southern,tx90p,2000,1.857329
Southern,tx90p,2001,4.909538
Southern,tx90p,2002,16.78341
Southern,tx90p,2003,11.51881
Southern,tx90p,2004,3.004151
Southern,tx90p,2005,18.5849
Southern,tx90p,2006,3.237684
Southern,tx90p,2007,4.863521
Southern,tx90p,2008,4.945088
Southern,tx90p,2009,1.762541
Southern,tx90p,2010,2.975446
Southern,tx90p,2011,4.420084
Southern,tx90p,2012,4.76227
Southern,tx90p,2013,7.334661
Southern,tx90p,2014,6.010194
Southern,tx90p,2015,12.49885
Southern,tx90p,2016,13.72981
Southern,tx90p,2017,3.120266
Southern,tx90p,2018,12.69689
Southern,tx90p,2019,29.12644
Southern,tx90p,2020,12.5083
Southern,tx90p,2021,9.439193
Southern,tx90p,2022,1.708058
Southern,tx90p,2023,23.13544
Southern,tx90p,2024,43.40016
Southern,tx90p,2025,9.950113
Southern,su35,1981,5.571152
Southern,su35,1982,2.809733
Southern,su35,1983,8.470668
Southern,su35,1984,4.648455
Southern,su35,1985,1.157251
Southern,su35,1986,1.75111
Southern,su35,1987,13.47338
Southern,su35,1988,2.908396
Southern,su35,1989,6.295961
Southern,su35,1990,10.91953
Southern,su35,1991,3.899491
Southern,su35,1992,15.22345
Southern,su35,1993,5.307257
Southern,su35,1994,15.00869
Southern,su35,1995,21.65065
Southern,su35,1996,22.29189
Southern,su35,1997,8.730115
Southern,su35,1998,17.99483
Southern,su35,1999,8.467547
Southern,su35,2000,2.720324
Southern,su35,2001,4.333015
Southern,su35,2002,6.557042
Southern,su35,2003,13.06451
Southern,su35,2004,5.355781
Southern,su35,2005,16.49236
Southern,su35,2006,5.616025
Southern,su35,2007,4.226711
Southern,su35,2008,10.39161
Southern,su35,2009,1.84569
Southern,su35,2010,12.84617
Southern,su35,2011,13.59791
Southern,su35,2012,10.89577
Southern,su35,2013,10.86975
Southern,su35,2014,11.11582
Southern,su35,2015,15.07622
Southern,su35,2016,23.18893
Southern,su35,2017,9.018365
Southern,su35,2018,10.78292
Southern,su35,2019,24.69016
Southern,su35,2020,18.79464
Southern,su35,2021,14.12341
Southern,su35,2022,6.071232
Southern,su35,2023,21.14445
Southern,su35,2024,32.01202
Southern,su35,2025,14.50361
Southern,wsdi,1981,8.028328
Southern,wsdi,1982,16.96353
Southern,wsdi,1983,32.18568
Southern,wsdi,1984,21.74421
Southern,wsdi,1985,0
Southern,wsdi,1986,3.369989
Southern,wsdi,1987,54.96617
Southern,wsdi,1988,1.136795
Southern,wsdi,1989,5.685926
Southern,wsdi,1990,9.270017
Southern,wsdi,1991,0.2215768
Southern,wsdi,1992,36.44343
Southern,wsdi,1993,6.444911
Southern,wsdi,1994,25.46159
Southern,wsdi,1995,37.03284
Southern,wsdi,1996,8.165141
Southern,wsdi,1997,11.33368
Southern,wsdi,1998,19.54861
Southern,wsdi,1999,8.370411
Southern,wsdi,2000,0
Southern,wsdi,2001,1.079234
Southern,wsdi,2002,17.03824
Southern,wsdi,2003,12.10153
Southern,wsdi,2004,0
Southern,wsdi,2005,11.18005
Southern,wsdi,2006,0.05312959
Southern,wsdi,2007,2.147329
Southern,wsdi,2008,3.132345
Southern,wsdi,2009,0
Southern,wsdi,2010,0.123969
Southern,wsdi,2011,1.142237
Southern,wsdi,2012,2.869808
Southern,wsdi,2013,1.211319
Southern,wsdi,2014,4.402732
Southern,wsdi,2015,7.599347
Southern,wsdi,2016,18.55385
Southern,wsdi,2017,0
Southern,wsdi,2018,12.28209
Southern,wsdi,2019,66.55879
Southern,wsdi,2020,2.714602
Southern,wsdi,2021,18.29333
Southern,wsdi,2022,0
Southern,wsdi,2023,41.07383
Southern,wsdi,2024,117.8563
Southern,wsdi,2025,1.718166
Western,txm,1981,27.85255
Western,txm,1982,28.22693
Western,txm,1983,28.85788
Western,txm,1984,28.1851
Western,txm,1985,27.96705
Western,txm,1986,27.50299
Western,txm,1987,29.28729
Western,txm,1988,28.09489
Western,txm,1989,28.04162
Western,txm,1990,28.62028
Western,txm,1991,28.25521
Western,txm,1992,29.01767
Western,txm,1993,27.91058
Western,txm,1994,28.73485
Western,txm,1995,29.6782
Western,txm,1996,29.16799
Western,txm,1997,28.53159
Western,txm,1998,29.18909
Western,txm,1999,28.23073
Western,txm,2000,27.996
Western,txm,2001,27.98913
Western,txm,2002,28.80858
Western,txm,2003,28.70509
Western,txm,2004,28.04216
Western,txm,2005,29.39819
Western,txm,2006,27.83624
Western,txm,2007,28.16601
Western,txm,2008,28.05187
Western,txm,2009,28.062
Western,txm,2010,28.21109
Western,txm,2011,28.12598
Western,txm,2012,28.3419
Western,txm,2013,28.66171
Western,txm,2014,28.53843
Western,txm,2015,29.32743
Western,txm,2016,29.13847
Western,txm,2017,28.23979
Western,txm,2018,29.03568
Western,txm,2019,29.80778
Western,txm,2020,28.41018
Western,txm,2021,28.56912
Western,txm,2022,27.82879
Western,txm,2023,29.54865
Western,txm,2024,30.35328
Western,txm,2025,28.48799
Western,txx,1981,36.61827
Western,txx,1982,34.32507
Western,txx,1983,36.3405
Western,txx,1984,35.2184
Western,txx,1985,35.00806
Western,txx,1986,35.06962
Western,txx,1987,37.60978
Western,txx,1988,35.0753
Western,txx,1989,35.86123
Western,txx,1990,37.30295
Western,txx,1991,36.00786
Western,txx,1992,36.09031
Western,txx,1993,36.47799
Western,txx,1994,36.38187
Western,txx,1995,38.13868
Western,txx,1996,37.31932
Western,txx,1997,37.20356
Western,txx,1998,37.92174
Western,txx,1999,36.77451
Western,txx,2000,36.37827
Western,txx,2001,36.53695
Western,txx,2002,36.83566
Western,txx,2003,38.27979
Western,txx,2004,36.07499
Western,txx,2005,37.5597
Western,txx,2006,35.96047
Western,txx,2007,35.96029
Western,txx,2008,37.62125
Western,txx,2009,36.34329
Western,txx,2010,37.4748
Western,txx,2011,37.97399
Western,txx,2012,36.7388
Western,txx,2013,37.61368
Western,txx,2014,37.10916
Western,txx,2015,37.30149
Western,txx,2016,38.5325
Western,txx,2017,37.93706
Western,txx,2018,36.46454
Western,txx,2019,38.01851
Western,txx,2020,37.7743
Western,txx,2021,37.47919
Western,txx,2022,35.84221
Western,txx,2023,37.82434
Western,txx,2024,38.36742
Western,txx,2025,37.10632
Western,tx90p,1981,4.92788
Western,tx90p,1982,8.61413
Western,tx90p,1983,14.35805
Western,tx90p,1984,4.843072
Western,tx90p,1985,3.716979
Western,tx90p,1986,3.661524
Western,tx90p,1987,18.00324
Western,tx90p,1988,4.233127
Western,tx90p,1989,6.954074
Western,tx90p,1990,8.60569
Western,tx90p,1991,4.792488
Western,tx90p,1992,14.71012
Western,tx90p,1993,3.434807
Western,tx90p,1994,14.43443
Western,tx90p,1995,22.61063
Western,tx90p,1996,11.65397
Western,tx90p,1997,9.953857
Western,tx90p,1998,14.33271
Western,tx90p,1999,5.903647
Western,tx90p,2000,3.814853
Western,tx90p,2001,6.537515
Western,tx90p,2002,14.52555
Western,tx90p,2003,10.15402
Western,tx90p,2004,3.797046
Western,tx90p,2005,17.82659
Western,tx90p,2006,3.109078
Western,tx90p,2007,4.449619
Western,tx90p,2008,6.09569
Western,tx90p,2009,3.619278
Western,tx90p,2010,4.32461
Western,tx90p,2011,5.148676
Western,tx90p,2012,4.929181
Western,tx90p,2013,10.98658
Western,tx90p,2014,7.07423
Western,tx90p,2015,18.73739
Western,tx90p,2016,18.20676
Western,tx90p,2017,4.169644
Western,tx90p,2018,13.87172
Western,tx90p,2019,24.70958
Western,tx90p,2020,8.196041
Western,tx90p,2021,7.834907
Western,tx90p,2022,2.159826
Western,tx90p,2023,25.49094
Western,tx90p,2024,40.11079
Western,tx90p,2025,8.181092
Western,su35,1981,9.958464
Western,su35,1982,0.72304
Western,su35,1983,12.97626
Western,su35,1984,3.240075
Western,su35,1985,1.233693
Western,su35,1986,1.64443
Western,su35,1987,19.67335
Western,su35,1988,1.985131
Western,su35,1989,6.859767
Western,su35,1990,14.30711
Western,su35,1991,5.478299
Western,su35,1992,8.936836
Western,su35,1993,8.576873
Western,su35,1994,12.81613
Western,su35,1995,28.05508
Western,su35,1996,30.53261
Western,su35,1997,11.8466
Western,su35,1998,21.66195
Western,su35,1999,12.16898
Western,su35,2000,12.29826
Western,su35,2001,9.608932
Western,su35,2002,12.54746
Western,su35,2003,24.21161
Western,su35,2004,8.724226
Western,su35,2005,25.67902
Western,su35,2006,5.152052
Western,su35,2007,5.518618
Western,su35,2008,25.70482
Western,su35,2009,11.53993
Western,su35,2010,25.83162
Western,su35,2011,16.37667
Western,su35,2012,16.73792
Western,su35,2013,19.26339
Western,su35,2014,22.38631
Western,su35,2015,30.36842
Western,su35,2016,40.07195
Western,su35,2017,15.24563
Western,su35,2018,24.79623
Western,su35,2019,26.94426
Western,su35,2020,31.21999
Western,su35,2021,16.93126
Western,su35,2022,10.12003
Western,su35,2023,33.00295
Western,su35,2024,38.4729
Western,su35,2025,24.0932
Western,wsdi,1981,3.071428
Western,wsdi,1982,7.034194
Western,wsdi,1983,25.95111
Western,wsdi,1984,5.95394
Western,wsdi,1985,0.03953612
Western,wsdi,1986,6.606266
Western,wsdi,1987,27.32001
Western,wsdi,1988,0.2377462
Western,wsdi,1989,8.3739
Western,wsdi,1990,2.435715
Western,wsdi,1991,1.71473
Western,wsdi,1992,13.92457
Western,wsdi,1993,0.2242881
Western,wsdi,1994,26.53241
Western,wsdi,1995,37.95219
Western,wsdi,1996,7.492568
Western,wsdi,1997,8.15491
Western,wsdi,1998,16.01569
Western,wsdi,1999,7.599869
Western,wsdi,2000,0.2731876
Western,wsdi,2001,7.420321
Western,wsdi,2002,15.99039
Western,wsdi,2003,10.71773
Western,wsdi,2004,0.1020264
Western,wsdi,2005,8.661203
Western,wsdi,2006,0
Western,wsdi,2007,1.436016
Western,wsdi,2008,1.600368
Western,wsdi,2009,0
Western,wsdi,2010,0.1696875
Western,wsdi,2011,0
Western,wsdi,2012,4.843611
Western,wsdi,2013,0.3445413
Western,wsdi,2014,0
Western,wsdi,2015,15.15309
Western,wsdi,2016,19.80208
Western,wsdi,2017,0
Western,wsdi,2018,19.56123
Western,wsdi,2019,44.89958
Western,wsdi,2020,2.031036
Western,wsdi,2021,9.060279
Western,wsdi,2022,0
Western,wsdi,2023,45.17528
Western,wsdi,2024,105.5326
Western,wsdi,2025,0.8020719
